id,metodo,caminho,rota,statusCode,duracaoMs,iniciadoEm,finalizadoEm,ip,userAgent,createdAt
cmpjxfr2200p2w2rwzhldxvhe,GET,/api/v1/aeronaves,/api/v1/aeronaves/,200,16.78,"2026-05-24 15:23:08.072","2026-05-24 15:23:08.089",::ffff:127.0.0.1,"Apache-HttpClient/4.5.14 (Java/21.0.11)","2026-05-24 15:23:08.091"
cmpjxfr2800p3w2rwdrrm6pol,GET,/api/v1/etapas,/api/v1/etapas/,200,4.32,"2026-05-24 15:23:08.090","2026-05-24 15:23:08.094",::ffff:127.0.0.1,"Apache-HttpClient/4.5.14 (Java/21.0.11)","2026-05-24 15:23:08.096"
cmpjxfr2c00p4w2rwarye0782,GET,/api/v1/funcionarios,/api/v1/funcionarios/,200,2.82,"2026-05-24 15:23:08.095","2026-05-24 15:23:08.098",::ffff:127.0.0.1,"Apache-HttpClient/4.5.14 (Java/21.0.11)","2026-05-24 15:23:08.100"
cmpjxfr2f00p5w2rwxb69tnpn,GET,/api/v1/pecas,/api/v1/pecas/,200,2.93,"2026-05-24 15:23:08.099","2026-05-24 15:23:08.102",::ffff:127.0.0.1,"Apache-HttpClient/4.5.14 (Java/21.0.11)","2026-05-24 15:23:08.104"
cmpjxfr2k00p6w2rwqckofbyd,GET,/api/v1/relatorios,/api/v1/relatorios/,200,3.08,"2026-05-24 15:23:08.104","2026-05-24 15:23:08.107",::ffff:127.0.0.1,"Apache-HttpClient/4.5.14 (Java/21.0.11)","2026-05-24 15:23:08.108"
cmpjxfr2n00p7w2rwadnxuzao,GET,/api/v1/testes,/api/v1/testes/,200,2.82,"2026-05-24 15:23:08.108","2026-05-24 15:23:08.110",::ffff:127.0.0.1,"Apache-HttpClient/4.5.14 (Java/21.0.11)","2026-05-24 15:23:08.112"
cmpjxfr2w00p8w2rw16oblazy,POST,/api/v1/pecas,/api/v1/pecas/,201,7.54,"2026-05-24 15:23:08.112","2026-05-24 15:23:08.119",::ffff:127.0.0.1,"Apache-HttpClient/4.5.14 (Java/21.0.11)","2026-05-24 15:23:08.121"
cmpjxfr3400p9w2rw29p70i7v,PATCH,/api/v1/pecas/21,/api/v1/pecas/:id,200,6.59,"2026-05-24 15:23:08.121","2026-05-24 15:23:08.127",::ffff:127.0.0.1,"Apache-HttpClient/4.5.14 (Java/21.0.11)","2026-05-24 15:23:08.129"
cmpjxfr3700paw2rwz1t13pbf,GET,/api/v1/pecas/21,/api/v1/pecas/:id,200,1.98,"2026-05-24 15:23:08.128","2026-05-24 15:23:08.130",::ffff:127.0.0.1,"Apache-HttpClient/4.5.14 (Java/21.0.11)","2026-05-24 15:23:08.132"
cmpjxfr3c00pbw2rwja53ycv5,DELETE,/api/v1/pecas/21,/api/v1/pecas/:id,204,4,"2026-05-24 15:23:08.132","2026-05-24 15:23:08.136",::ffff:127.0.0.1,"Apache-HttpClient/4.5.14 (Java/21.0.11)","2026-05-24 15:23:08.137"
cmpjxfr4600pcw2rws44dluqy,GET,/api/v1/aeronaves,/api/v1/aeronaves/,200,29,"2026-05-24 15:23:08.136","2026-05-24 15:23:08.165",::ffff:127.0.0.1,"Apache-HttpClient/4.5.14 (Java/21.0.11)","2026-05-24 15:23:08.167"
cmpjxfr4d00pdw2rwo3g4mhkn,GET,/api/v1/etapas,/api/v1/etapas/,200,4.65,"2026-05-24 15:23:08.166","2026-05-24 15:23:08.171",::ffff:127.0.0.1,"Apache-HttpClient/4.5.14 (Java/21.0.11)","2026-05-24 15:23:08.174"
cmpjxfr4k00pew2rwvlpq2t44,GET,/api/v1/aeronaves,/api/v1/aeronaves/,200,12.38,"2026-05-24 15:23:08.167","2026-05-24 15:23:08.179",::ffff:127.0.0.1,"Apache-HttpClient/4.5.14 (Java/21.0.11)","2026-05-24 15:23:08.181"
cmpjxfr4l00pfw2rw8wjuqn9b,GET,/api/v1/funcionarios,/api/v1/funcionarios/,200,4.85,"2026-05-24 15:23:08.176","2026-05-24 15:23:08.180",::ffff:127.0.0.1,"Apache-HttpClient/4.5.14 (Java/21.0.11)","2026-05-24 15:23:08.182"
cmpjxfr4q00pgw2rw59xaet5t,GET,/api/v1/etapas,/api/v1/etapas/,200,3.54,"2026-05-24 15:23:08.181","2026-05-24 15:23:08.185",::ffff:127.0.0.1,"Apache-HttpClient/4.5.14 (Java/21.0.11)","2026-05-24 15:23:08.186"
cmpjxfr4s00phw2rwxg758xjy,GET,/api/v1/pecas,/api/v1/pecas/,200,5.01,"2026-05-24 15:23:08.182","2026-05-24 15:23:08.187",::ffff:127.0.0.1,"Apache-HttpClient/4.5.14 (Java/21.0.11)","2026-05-24 15:23:08.188"
cmpjxfr4v00piw2rwucfwti73,GET,/api/v1/funcionarios,/api/v1/funcionarios/,200,2.21,"2026-05-24 15:23:08.188","2026-05-24 15:23:08.190",::ffff:127.0.0.1,"Apache-HttpClient/4.5.14 (Java/21.0.11)","2026-05-24 15:23:08.192"
cmpjxfr4y00pjw2rwee34ep9d,GET,/api/v1/relatorios,/api/v1/relatorios/,200,3.96,"2026-05-24 15:23:08.188","2026-05-24 15:23:08.192",::ffff:127.0.0.1,"Apache-HttpClient/4.5.14 (Java/21.0.11)","2026-05-24 15:23:08.194"
